TransactionID,CustomerID,Date,Category,Gender,Age,Location,Quantity,Sales,Profit,Channel
TXN-2023-000457,CUST-0277,26-Jan-2023,Men's,female,40,Kelowna / British Columbia,1,11.29,4.56,Online
TXN-2024-000279,CUST-0259,12/28/2024,Candles,Male,36,Regina Saskatchewa,1,$41.12,14.27,Online
TXN-2023-000013,CUST-0074,12/06/2023,Wallflower & Air Freshener,Female,67,Richmond (British Columbia),1,—,8.47,Online
TXN-2024-000183,CUST-0046,2024-04-15,Hand Soap & Sanitizer,Male,49,"Sherbrooke,QUEBEC",1,2.84,0.67,Online
TXN-2023-000369,CUST-0043,24/03/2023,Candles,female,64, Saint John (NB) ,1,15.82,CAD 6.60,Store
TXN-2023-000882,CUST-0283 ,04/22/2023,Candles,F,35,Toronto / ONTARIO,2,$104.18,18.44,Store
TXN-2024-000616,CUST-0263,2024.05.13,Body Care,female,63,Laval  Quebec,2,26.36,7.53,Online
TXN-2023-000224,CUST-0151,2023-09-13,Men's,F,60,Saskatoon (Saskatchewan),2,25.66,CAD 15.86,Online
TXN-2023-000573,CUST-0079,01/23/2023,Men's,MALE,45,"Sherbrooke, qc",1,13.54,"8,24",Online
TXN-2023-000595,CUST-0104,23/04/2023,Body Care,M,45,Ottawa  on,1,15.63,$7.12,Online
TXN-2023-000654,CUST-0138,13/05/2023,Men's,M,59,Sydney-ns,2,65.03,22.02,Online
TXN-2023-000546,CUST-0214 ,2023.03.05,Wallflower & Air Freshener,M,56,Richmond (BC),1,21.98,CAD 7.83,Online
TXN-2024-000583,CUST-0199,"Oct 31, 2024",Hand Soap & Sanitizer,F,23,BC - Victoria,1,,7.2,Online
TXN-2024-000634,CUST-0129,"Jan 20, 2024",Hand Soap & Sanitizer,F,68, Markham-Ontario ,2,40.04,20.8,Store
TXN-2024-000177,CUST-0270,2024-01-02,Wallflower & Air Freshener,Female,44," Windsor, ONTARIO ",1,25.12,10.33,Online
TXN-2023-000666,CUST-0298,20-Jun-2023,Body Care,Male,21,Toronto Ontario,1,$25.17,8.78,Online
TXN-2023-000674,CUST-0165,16-Mar-2023,Candles,FEMALE,20,Windsor  on,4,$165.62,CAD 75.49,Store
TXN-2024-000586,CUST-0310,2024.08.28,Wallflower & Air Freshener,Male,52,Saint John-NEW BRUNSWICK,1,"13,45","4,56",Store
TXN-2023-000874,CUST-0134 ,3/13/2023,Candles,U,N/A,"Burnaby, British Columbia",1, 20.09 CAD ,$10.91,Store
TXN-2024-000394,CUST-0266,14-Feb-2024,Candles,MALE,44,"Hamilton, Ontario",1,30.88,$12.14,Store
TXN-2023-000164,Cust-0049,"Mar 25, 2023",Wallflower & Air Freshener,male,36, Gatineau (Quebec) ,1,$19.14,$6.07,Online
TXN-2024-000249,CUST-0149 ,2024.06.03,Body Care,FEMALE,36,Calgary-ab,1,14.3,8.72,Online
TXN-2023-000635,Cust-0131,04-Dec-2023,Candles,M,20,BRITISH COLUMBIA - Vancouver,1,CAD 61.29,16.18,Online
TXN-2023-000886,CUST-0219," Feb 23, 2023  ",Candles,male,17, Richmond (BC) ,1,CAD 21.21,6.87,Online
TXN-2024-000670,CUST-0249,2024.02.20,Body Care,male,,Laval  Quebec,1,13.04,3.57,Online
TXN-2024-000376,CUST-0149,2024.03.29,Hand Soap & Sanitizer,M,36,"Brandon,mb",2,11.04,3.78,Online
TXN-2024-000413,CUST-0125, 01/20/2024  ,Men's,MALE,42,Kelowna / British Columbi,1,—,$6.70,Online
TXN-2023-000075,CUST-0140,"Apr 21, 2023",Candles,F,25,ALBERTA - Lethbridge,1,36.37,16.0,Online
TXN-2023-000114,CUST-0169,01-Jul-2023,Candles,U,43,"Ottawa,Ontario",-1,-6.07,-6.79,Online
TXN-2023-000599,CUST-0043,2023.02.15,Candles,MALE,49,Lethbridge / Alberta,-1,CAD -8.28,$-4.73,Online
TXN-2024-000553,CUST-0114,26-Mar-2024,Hand Soap & Sanitizer,male,32,Ontario - Ottawa,1,CAD 5.78,2.51,Store
Txn-2024-000391,CUST-0110,"Nov 10, 2024",Hand Soap & Sanitizer,MALE,53,Richmond / British Columbi,1,3.52,1.2,Store
TXN-2024-000105,CUST-0210,23-Nov-2024,Body Care,FEMALE,56,"Saskatoon, Saskatchewan",2,$50.27,16.55,Online
TXN-2024-000115,CUST-0233,11/26/2024,Body Care,female,33,Vaughan Ontari0,2,57.7,$17.91,Store
TXN-2023-000418,CUST-0298,2023.12.02,Body Care,Female,33,"Corner Brook,Newfoundl& & Labrador",1,25.8,"8,69",Store
TXN-2023-000526,CUST-0170,2023-09-16,Candles,Female,68,"London,Ontario",1,38.03,21.37,Online
TXN-2023-000458,CUST-0202,21/01/2023,Body Care,M,46,"Moncton, New Brunswick",1, 19.93 CAD , 4.46 CAD ,Online
TXN-2023-000410,CUST-0293,2023-07-18,Body Care,M,38,Red Deer / ab,1,CAD 28.40,12.47,Online
TXN-2024-000093,CUST-0114,28-Mar-2024,Hand Soap & Sanitizer,N/A,40, Ontario - Ottawa ,2,$13.11,$5.61,Online
TXN-2023-000931,CUST-0057,06-Oct-2023,Wallflower & Air Freshener,FEMALE,32, Kitchener-ONTARIO ,1,"15,10",5.91,Online
TXN-2023-000090,CUST-0109,08/30/2023,Wallflower & Air Freshener,female,69,Mississauga (Ontario),1,16.28,$3.76,Online
TXN-2023-000337,CUST-0306,"Aug 14, 2023",Body Care,F,17," Victoria,British Columbia ",1,19.87,10.25,Online
TXN-2023-000581,CUST-0290,04-Jun-2023,Men's,MALE,N/A, St. John's / NL ,-1,-17.34,-9.01,Store
TXN-2024-000922,CUST-0063,"Jul 20, 2024",Wallflower & Air Freshener,FEMALE,55,Longueuil (Quebec),3,$57.01,24.54,Store
TXN-2024-000934,CUST-0014,"Jan 15, 2024",Men's,,20, BRITISH COLUMBIA - Burnaby ,1,42.24,14.87,Online
TXN-2024-000606,CUST-0174 ,01/01/2024,Wallflower & Air Freshener,FEMALE,44,"Longueuil, Quebec",2,19.52,,Store
TXN-2024-000594,CUST-0233,13/11/2024,Hand Soap & Sanitizer,MALE,70,Mississauga-ONTARIO,2,11.02,5.09,Store
TXN-2023-000612,CUST-0181,10/8/2023,Wallflower & Air Freshener,U,28,Hamilton / Ontario,3,55.51,24.35,Online
TXN-2023-000095,CUST-0129,2023-06-29,Hand Soap & Sanitizer,Male,42,Hamilton Ontario,4,CAD 78.28,CAD 28.73,Store
TXN-2023-000012,CUST-0138,09/01/2023,Wallflower & Air Freshener,male,37, London  on ,2,59.73,31.45,Store
TXN-2023-000397,CUST-0009,2023-12-09,Body Care,female,22,"Brandon, mb",1,27.58,10.57,Store
TXN-2023-000534,CUST-0235,18-Aug-2023,Candles,female,46,"Kitchener,ON",2, 24.37 CAD ,$9.38,Store
TXN-2024-000044,CUST-0105,2024.04.22,Hand Soap & Sanitizer,FEMALE,43,"Winnipeg, Manitoba",2,$12.05,4.08,Online
TXN-2024-000043,CUST-0060,21-Nov-2024,Hand Soap & Sanitizer,Male,63,Surrey (British Columbia),2,CAD 34.16,$17.75,Store
TXN-2023-000330,CUST-0178,2023-11-09,Men's,FEMALE,15,Ottawa on,1,28.35,11.95,Store
TXN-2023-000168,CUST-0160,2023-07-10,Men's,N/A,71,Laval  qc,1,32.14,$16.35,Online
TXN-2024-000498,CUST-0250,04-Dec-2024,Body Care,Male,65,"Halifax, Nova Scotia",1,33.81,11.75,Online
TXN-2024-000877,CUST-0095 ,2024.12.14,Hand Soap & Sanitizer,M,31,Quebec - Laval,1,$3.94,1.99,Store
TXN-2023-000598,CUST-0196,2023.01.27,Wallflower & Air Freshener,F,46,Surrey-BRITISH COLUMBIA,1,"20,42",N/A,Online
TXN-2024-000757,CUST-0200,2024.03.01,Men's,F,27,Victoria (British Columbi),1,$9.42,3.28,Store
TXN-2023-000101,CUST-0038,04/11/2023,Wallflower & Air Freshener,N/A,29,Kitchener (Ontari),1,CAD 10.32,4.9,Store
TXN-2024-000427,CUST-0032,15/11/2024,Body Care,Male,26,"Ottawa,Ontari",1,27.91,CAD 14.08,Store
TXN-2024-000179,CUST-0255,25/08/2024,Body Care,Male,73,Montreal / QUEBEC,1,CAD 12.93,6.42,Online
TXN-2023-000445,CUST-0070,24-Apr-2023,Hand Soap & Sanitizer,MALE,68,Red Deer  Albert,1,CAD 13.94,6.71,Store
TXN-2023-000417,CUST-0023,2023.08.25,Body Care,MALE,60,Ontario - Hamilton,1,28.4,8.64,Store
TXN-2023-000871,CUST-0068 ,05/24/2023,Men's,U,N/A,"Sherbrooke, Qu3b3c",5,N/A,47.74,Online
TXN-2024-000883,CUST-0048,2024-03-20,Hand Soap & Sanitizer,Female,67,Gatineau / Quebec,2,30.32,15.24,Online
TXN-2023-000681,CUST-0111,2023-01-12,Body Care,N/A,65,"Red Deer,Alberta",2,25.75,"14,15",Store
TXN-2023-000178,CUST-0155,26/10/2023,Candles,male,25,Ontario - Toronto,1,25.12,14.29,Store
TXN-2024-000396,CUST-0163,"Dec 18, 2024",Hand Soap & Sanitizer,FEMALE,34,Saskatoon-Saskatchewan,3,CAD 29.24,CAD 15.23,Store
TXN-2023-000912,CUST-0035,2023.06.11,Men's,M,44, Fredericton / NewBrunswick ,2,CAD 48.98,$12.37,Store
TXN-2023-000794,CUST-0144,2023.03.01,Men's,F,64,Sherbrooke Quebec,1,$23.72,8.51,Online
TXN-2024-000479,CUST-0238,19-Apr-2024,Hand Soap & Sanitizer,F,27,"Burnaby, British Columbia",1,15.8, 5.60 CAD ,Online
TXN-2024-000685,CUST-0162,12/24/2024,Hand Soap & Sanitizer,FEMALE,45,"Lethbridge,Albert",4, 85.17 CAD ,38.96,Online
TXN-2024-000384,CUST-0001,30/11/2024,Wallflower & Air Freshener,N/A,73,Lethbridge (Alberta),6,176.41,56.19,Online
TXN-2023-000238,CUST-0066,21/04/2023,Hand Soap & Sanitizer,FEMALE,63,"Vaughan, Ontario",1,$13.61,6.78,Store
TXN-2023-000752,CUST-0292,08/11/2023,Wallflower & Air Freshener,Male,13,British Columbia - Burnaby,3,34.77,10.99,Store
TXN-2024-000258,CUST-0071,"Sep 25, 2024",Body Care,FEMALE,57,Toronto-on,3,21.98,10.88,Online
TXN-2023-000539,CUST-0154,12-Jan-2023,Men's,Female,46,Longueuil / qc,5,75.66,$32.77,Online
TXN-2024-000336,CUST-0230,2024-03-21,Wallflower & Air Freshener,M,65, ON - Mississauga ,4,46.62,CAD 22.49,Online
TXN-2023-000016,CUST-0196,2023.06.04,Wallflower & Air Freshener,female,48,"Ottawa, Ontario",1,$26.96,CAD 9.36,Online
TXN-2024-000325,CUST-0088,"Apr 27, 2024",Body Care,MALE,32,Ontario - Toronto,1,$28.96,15.79,Store
TXN-2023-000759,CUST-0232,07/03/2023,Hand Soap & Sanitizer,female,58,Brampton on,2,$19.21,CAD 8.83,Online
TXN-2024-000223,CUST-0137,20-Feb-2024,Men's,MALE,53," Burnaby,BC ",3,"80,74",30.08,Store
TXN-2024-000180,CUST-0182,9/17/2024,Men's,MALE,27,"Victoria, British Columbi",4,36.74,18.59,Store
TXN-2024-000442,CUST-0245,2024-02-30,Men's,Prefer not to say,31,Toronto / Ontario,1,$16.84,7.11,Store
TXN-2024-000023,CUST-0311,29/01/2024,Men's,Male,47,Laval (Quebec),2,60.25,CAD 27.61,Online
TXN-2023-000357,CUST-0125,2023.08.09,Candles,Male,44,"Halifax,Nova Scotia",2,58.97,23.74,Store
TXN-2023-000667,CUST-0256,18-Apr-2023,Candles,female,29,"Winnipeg, Manitob",-2,$-15.55,"-23,03",Store
TXN-2023-000862,CUST-0295,16-Aug-2023,Men's,F,16,Ontario - Windsor,5,131.86,$24.47,Store
TXN-2023-000341,CUST-0127,2023.08.08,Hand Soap & Sanitizer,Male,69,Laval QUEBEC,1,6.98,$2.55,Online
TXN-2024-000432,CUST-0318,25-Nov-2024,Men's,female,37,"Vancouver,BRITISH COLUMBIA",1,33.98,$16.45,Store
TXN-2023-000552,CUST-0095,2023.10.02,Candles,Female,19,"Longueuil,QUEBEC",-2,-15.81,$-1.63,Store
TXN-2024-000834,CUST-0089,2024-05-28,Men's,F,35,Calgary-Alberta,2,$55.82,$19.59,Online
TXN-2024-000204,CUST-0271,03/03/2024,Men's,Male,25,Richmond-British Columbi,2,$20.06,8.91,Online
TXN-2023-000631,CUST-0144,30/01/2023,Wallflower & Air Freshener,Female,27,Red Deer / Alberta,1,28.89, 10.91 CAD ,Online
TXN-2023-000094,CUST-0272," Nov 17, 2023  ",Men's,female,14,Lethbridge  Alberta,2,66.86,26.02,Online
TXN-2024-000559,CUST-0223,19-May-2024,Men's,Female,25,Quebec City  QC,4,$148.39,$57.58,Store
TXN-2023-000069,CUST-0231,07/01/2023,Wallflower & Air Freshener,male,44,Mississauga  Ontari,-3,$-28.45,-10.43,Online
TXN-2024-000623,CUST-0080,2024-02-07,Hand Soap & Sanitizer,F,67,Windsor  Ontario,1,"16,22",7.34,Store
TXN-2024-000285,CUST-0239,13/07/2024,Body Care,FEMALE,18, Montreal (Quebec) ,1,25.9,9.13,Online
TXN-2023-000845,CUST-0249,2023-03-27,Body Care,Male,58,Mississauga  Ontario,6,79.0,45.57,Store
TXN-2023-000435,CUST-0258," Jun 27, 2023  ",Men's,male,29,"London, on",1,31.58,$15.84,Online
TXN-2024-000154,CUST-0120,17/11/2024,Candles,F,19,Windsor-Ontario,1,65.4,28.36,Online
TXN-2024-000076,CUST-0240,2024.11.15,Candles,F,41,"Kitchener, ONTARIO",2,CAD 54.67,22.43,Store
TXN-2023-000731,CUST-0238,2023-12-08,Candles,M,57, Vaughan-on ,2,28.92,CAD 12.35,Online
TXN-2023-000447,CUST-0091, 30-Dec-2023  ,Candles,FEMALE,29,"Hamilton, Ontari",1,31.88,$16.50,Store
TXN-2023-000189,CUST-0029, 2023.05.02  ,Men's,M,70,Hamilton  Ontario,4,CAD 68.92,31.05,Online
TXN-2023-000272,CUST-0139,06/03/2023,Men's,M,54,Halifax / NovaScotia,1,22.66,6.6,Online
TXN-2023-000237,CUST-0038,07/20/2023,Men's,F,28,Gatineau  QUEBEC,3,CAD 58.96,16.83,Store
TXN-2023-000488,CUST-0142,06-Mar-2023,Hand Soap & Sanitizer,Prefer not to say,65,Kelowna-bc,1,"14,64",6.2,Online
TXN-2023-000118,CUST-0249,2023-10-21,Wallflower & Air Freshener,Female,34,Red Deer-Alberta,1, 5.87 CAD ,2.82,Store
TXN-2023-000944,CUST-0155 ," Apr 25, 2023  ",Body Care,male,72,"London,on",1,9.37,2.55,Online
TXN-2024-000513,CUST-0170,2024-04-08,Wallflower & Air Freshener,,60, Quebec City Quebec ,2,48.05,11.93,Store
TXN-2024-000826,CUST-0099,14-Oct-2024,Body Care,N/A,N/A,Mississauga ONTARIO,1,$10.77,5.38,Store
TXN-2024-000592,CUST-0111,2024.06.20,Body Care,MALE,49,Hamilton  Ontari,2,26.81,13.33,Online
TXN-2024-000127,CUST-0052,2024-03-12,Wallflower & Air Freshener,Female,20,Montreal-QUEBEC,1,9.58,,Online
TXN-2023-000117,CUST-0227,20/12/2023,Wallflower & Air Freshener,female,28,Longueuil-Quebec,2,43.41,22.31,Store
TXN-2024-000474,CUST-0252,08/08/2024,Hand Soap & Sanitizer,Male,46,Laval  Quebec,1,"7,88",1.9,Store
TXN-2024-000694,CUST-0117,25-Jan-2024,Body Care,MALE,69,Gatineau (QC),2,"49,99",28.94,Store
TXN-2024-000058,CUST-0154,22-Oct-2024,Body Care,MALE,19,"Red Deer,Alb3rta",2,31.71, 16.58 CAD ,Online
TXN-2024-000864,CUST-0188,09/04/2024,Body Care,,50,Windsor / Ontario,2,11.55,2.85,Online
TXN-2024-000913,CUST-0145,2024.10.28,Candles,,24,Sherbrooke Quebec,3,107.58,35.39,Store
TXN-2023-000370,CUST-0148,"Apr 04, 2023",Men's,FEMALE,46,Quebec City Quebec,6,189.93,CAD 74.75,Store
TXN-2024-000269,CUST-0251,"Sep 03, 2024",Candles,female,71,Sherbrooke (Quebec),1,37.08,18.91,Online
TXN-2023-000047,CUST-0077,12/12/2023,Body Care,Female,75,Calgary-ALBERTA,1, 35.82 CAD ,18.96,Store
TXN-2024-000350,CUST-0215,03/14/2024,Men's,,33,Vaughan / ON,1,20.41,9.62,Store
TXN-2024-000196,CUST-0171,2024.09.13,Candles,N/A,39,Windsor (Ontario),2, 84.77 CAD ,24.09,Store
TXN-2023-000390,cust-0074,2023.03.16,Candles,F ,66, Richmond-BritishColumbia,1,52.85,23.84,Store
TXN-2023-000835,Cust-0190,"May 26, 2023",Candles,Female,52," Kitchener, Ontario ",1,36.01,12.01,Store
TXN-2023-000737,CUST-0319,2023-09-22,Body Care,U,38,Halifax  NOVA SCOTIA,3,50.61,23.69,Online
TXN-2023-000264,CUST-0226,"Nov 24, 2023",Body Care,N/A,19,Winnipeg / MANITOBA,1,CAD 35.05,15.35,Online
TXN-2024-000444,CUST-0187,02/06/2024,Men's,U,,QC - Montreal,1,20.66,10.48,Store
TXN-2024-000676,CUST-0268,2024-04-14,Body Care,N/A,35,"St. John's, nl",1,CAD 4.63,2.18,Store
TXN-2024-000305,CUST-0095,27/07/2024,Wallflower & Air Freshener,Male,21,Burnaby-British Columbia,2,54.46,13.05,Online
TXN-2023-000342,CUST-0004,01/13/2023,Hand Soap & Sanitizer,U,52,Ontari - Mississauga,2,7.45,3.64,Online
TXN-2024-000767,CUST-0264,09/08/2024,Men's,female,60,BritishC0lumbia - Victoria,2,36.98,11.05,Store
TXN-2024-000150,CUST-0209,2024-02-05,Men's,male,33,Richmond  bc,-1,N/A,-3.06,Online
Txn-2024-000125,CUST-0197,"Apr 04, 2024",Men's,F,74,Brampton  Ontario,3,24.02,11.88,Store
TXN-2024-000787,CUST-0072,2024.05.27,Wallflower & Air Freshener,MALE,N/A," Mississauga,Ontari ",1,27.2,$9.31,Store
TXN-2024-000051,CUST-0137,18-Mar-2024,Candles,M,N/A,"Sherbrooke, Quebe",2,37.86,16.55,Store
TXN-2023-000354,CUST-0152,2023-12-20,Body Care,F,Thirty,Markham (Ontario),1,16.93,"6,36",Online
TXN-2023-000928,CUST-0277,1/24/2023,Hand Soap & Sanitizer,M,31,Longueuil QUEBEC,4,76.35,30.51,Store
TXN-2024-000143,CUST-0152,2024-08-26,Wallflower & Air Freshener,MALE,28,Red Deer-AB,2,30.2,"12,07",Online
TXN-2023-000471,CUST-0197,2023.07.09,Hand Soap & Sanitizer,FEMALE,70,Richmond-BC,1,3.43,1.27,Online
TXN-2024-000400,Cust-0105,2024.02.06,Men's,male,29,Charlottetown PRINCE EDWARD ISLAND,1,28.37, 7.52 CAD ,Store
TXN-2024-000626,CUST-0028 ,"Jan 17, 2024",Candles,F,50,Quebec - Longueuil,4,64.88, 32.58 CAD ,Online
TXN-2023-000321,CUST-0221,2023-01-31,Men's,F,50,Vancouver-BritishC0lumbia,2,CAD 46.70,23.37,Store
TXN-2024-000020,CUST-0001 ,"Nov 27, 2024",Men's,,22,ON - Vaughan,1,CAD 11.41,$5.48,Online
TXN-2023-000810,CUST-0006,2023-12-01,Men's,M,N/A,Red Deer AB,2,$23.29,$6.16,Store
TXN-2024-000791,CUST-0096,2024.10.22,Candles,M,31,Sydney  NovaScotia,2,82.22,$32.07,Online
TXN-2024-000809,CUST-0302,2024.09.24,Candles,male,22,Brandon-Manitoba,3,131.96,54.78,Store
TXN-2024-000408,CUST-0242,"Dec 31, 2024",Body Care,Male,15,"Brampton, on",1,40.73,$25.49,Online
TXN-2023-000538,CUST-0176,"Jun 01, 2023",Wallflower & Air Freshener,Male,55,"Hamilton,on",1,17.37,$7.39,Online
TXN-2024-000621,CUST-0294,23/06/2024,Candles,Male,21,London / ONTARIO,1,47.98,$14.52,Online
TXN-2023-000039,CUST-0136,16/12/2023,Candles,male,68,ONTARIO - London,1,$27.43,13.4,Online
TXN-2024-000176,CUST-0111,03/24/2024,Hand Soap & Sanitizer,FEMALE,66,Kitchener (ON),2,12.23,CAD 5.06,Store
TXN-2023-000246,CUST-0238 ,02/02/2023,Wallflower & Air Freshener,Female,30,Ontario - Kitchener,-2,-21.02,-5.95,Store
TXN-2023-000829,CUST-0037,20-Jun-2023,Candles,N/A,24,"Windsor, ONTARIO",2,78.88,"30,43",Store
TXN-2024-000668,CUST-0079,28/07/2024,Hand Soap & Sanitizer,MALE,73,qc - Montreal,1,13.04,CAD 4.42,Store
TXN-2024-000755,CUST-0275,24/07/2024,Men's,Prefer not to say,25,Albert - Red Deer,1,12.27,$6.04,Store
TXN-2023-000859,CUST-0083,2023.05.20,Hand Soap & Sanitizer,M,17,Markham  ONTARIO,1,CAD 8.18,"2,47",Online
TXN-2024-000155,CUST-0129,2024-04-28,Men's,M,46,"Quebec City, qc",3,66.18,28.99,Store
TXN-2024-000288,CUST-0042,2024.04.04,Men's,male,34,Quebec City QC,3,92.47,41.57,Online
TXN-2023-000603,CUST-0286,16/06/2023,Men's,female,14,Lethbridge  Alberta,3,$74.68,30.1,Online
TXN-2024-000570,CUST-0038,13-Jan-2024,Men's,M,14,Sherbrooke Quebec,2,,20.21,Online
TXN-2024-000744,CUST-0034,"Jul 16, 2024",Men's,N/A,68,Kitchener (ON),1,9.58, 3.63 CAD ,Online
TXN-2023-000018,CUST-0135, 2023.01.05  ,Body Care,F,70, Gatineau (Quebe) ,3, 23.18 CAD ,CAD 8.02,Store
TXN-2023-000128,Cust-0174,12-Sep-2023,Hand Soap & Sanitizer,M,73, Ontari - Markham ,1,"16,59",6.19,Online
TXN-2024-000323,CUST-0208,2024.10.26,Hand Soap & Sanitizer,Female,29, Ottawa / Ontario ,3, 31.37 CAD ,14.88,Online
TXN-2024-000256,CUST-0061,6/20/2024,Men's,F,64,ONTARIO - Windsor,1,"41,03",16.42,Store
TXN-2023-000658,CUST-0216,"Aug 04, 2023",Hand Soap & Sanitizer,male,45,"Saskatoon, SASKATCHEWAN",1, 11.16 CAD ,"5,84",Online
TXN-2024-000384,CUST-0001,30/11/2024,Wallflower & Air Freshener,N/A,73,Lethbridge (Alberta),6,176.41,56.19,Online
TXN-2023-000191,CUST-0260,"Sep 26, 2023",Men's,M,63,Victoria / BRITISH COLUMBIA,1,CAD 23.02,6.84,Online
TXN-2023-000116,CUST-0001," Nov 10, 2023  ",Men's,M,69,nb - Saint John,1,41.7,13.08,Online
TXN-2024-000617,CUST-0248,05/26/2024,Men's,U,67,Kitchener  Ontari0,5,143.88,"89,40",Store
TXN-2023-000607,CUST-0308,2023-01-10,Wallflower & Air Freshener,F,36,Surrey / British Columbia,1,18.14,7.3,Online
TXN-2024-000181,CUST-0236,09/05/2024,Body Care,FEMALE,68,"Kitchener,Ontario",1,$5.37,1.7,Store
TXN-2024-000302,CUST-0155,20-Mar-2024,Candles,Male,19,Sydney (NOVA SCOTIA),1, 23.07 CAD , 10.04 CAD ,Store
TXN-2023-000760,CUST-0104,2023-02-30,Body Care,FEMALE,25,"Laval, Quebec",2,15.8,8.75,Store
TXN-2024-000713,CUST-0182,4/1/2024,Hand Soap & Sanitizer,Female,44,Kelowna (BritishColumbia),2,$27.48,16.01,Online
TXN-2024-000724,CUST-0071,10/07/2024,Wallflower & Air Freshener,Female,62,"Gatineau,QC",1,5.09, 0.75 CAD ,Store
TXN-2023-000686,CUST-0312,2023.03.24,Hand Soap & Sanitizer,Female,17,Kelowna (BRITISH COLUMBIA),1,$14.62,4.76,Store
TXN-2024-000376,CUST-0149,2024.03.29,Hand Soap & Sanitizer,M,36,"Brandon,mb",2,11.04,3.78,Online
TXN-2023-000518,CUST-0191,09/06/2023,Body Care,M,38,"Sherbrooke,QUEBEC",5,63.4, 31.44 CAD ,Online
TXN-2024-000679,CUST-0252,"Dec 05, 2024",Candles,,55,"Calgary,Alberta",2,"106,03","42,40",Store
TXN-2024-000046,CUST-0083,2024.09.07,Hand Soap & Sanitizer,MALE,52,"Sherbrooke, Quebec",2,4.12,1.97,Online
TXN-2023-000910,CUST-0103,14-Nov-2023,Men's,Prefer not to say,57,Halifax NS,1,$19.08,7.04,Store
TXN-2024-000158,CUST-0304,"Jul 26, 2024",Men's,Male,23,"Sydney, NovaScotia",5,151.29, 66.44 CAD ,Store
TXN-2024-000852,CUST-0088,30/06/2024,Wallflower & Air Freshener,female,72,Gatineau-Quebec,3,90.83,31.63,Online
TXN-2023-000172,CUST-0036,10-Mar-2023,Wallflower & Air Freshener,M,26,Windsor / ON,2,$15.53,N/A,Store
TXN-2024-000017,CUST-0137,2024-04-15,Men's,female,55,Ottawa-ONTARIO,2,$46.70,25.23,Online
TXN-2024-000512,CUST-0184,04/27/2024,Candles,Male,38,Victoria  BC,1,53.83,21.81,Online
TXN-2023-000049,CUST-0287,2023.05.28,Hand Soap & Sanitizer,Female,42,Montreal-qc,1,12.74,$5.43,Online
TXN-2023-000627,CUST-0235,06-Aug-2023,Candles,FEMALE,65,"Gatineau, Quebec",2,15.74,$7.12,Store
TXN-2023-000941,CUST-0104,03-Feb-2023,Wallflower & Air Freshener,M,46,Burnaby / British Columbi,4,70.33,N/A,Online
TXN-2024-000516,CUST-0185,"Jun 16, 2024",Hand Soap & Sanitizer,M,43,"Toronto, ON",1,4.24,1.89,Online
TXN-2024-000433,CUST-0045,"Aug 10, 2024",Body Care,Male,51, Lethbridge / ALBERTA ,5,72.21,"38,23",Online
TXN-2023-000481,CUST-0133,01/12/2023,Candles,F,39," London, ONTARIO ",4,169.25,105.16,Store
TXN-2024-000284,CUST-0155,08/18/2024,Hand Soap & Sanitizer,female,64,Red Deer / Alberta,4,40.17,18.65,Store
TXN-2024-000719,CUST-0286,06/05/2024,Body Care,female,72,Regina-Saskatchewa,2, 50.17 CAD ,23.25,Store
TXN-2023-000878,CUST-0191,2023.01.17,Candles,Female,73, Brandon (Manitoba) ,4,"255,63",111.1,Online
TXN-2023-000226,CUST-0315,10/10/2023,Hand Soap & Sanitizer,F,38,"Montreal,QC",2,11.67,"4,97",Online
TXN-2023-000027,CUST-0110,08-Aug-2023,Wallflower & Air Freshener,MALE,70,Laval  qc,2,42.22,"20,83",Store
TXN-2023-000843,CUST-0028,07/16/2023,Body Care,Male,26,Quebec City (QUEBEC),1,13.41, 5.94 CAD ,Online
TXN-2024-000438,CUST-0029 ,2024.08.12,Men's,FEMALE,60,Burnaby-British C0lumbia,1,$7.99,2.97,Store
TXN-2023-000230,CUST-0059 ,05-Dec-2023,Candles,Female,33," Corner Brook,NEWFOUNDLAND AND LABRADOR ",2,CAD 50.23,16.31,Store
TXN-2024-000365,CUST-0215,5/17/2024,Wallflower & Air Freshener,FEMALE,74,Longueuil-QUEBEC,1,CAD 12.97,5.18,Store
TXN-2023-000230,CUST-0059 ,05-Dec-2023,Candles,Female,33," Corner Brook,NEWFOUNDLAND AND LABRADOR ",2,CAD 50.23,16.31,Store
TXN-2023-000038,CUST-0021,"Aug 16, 2023",Men's,Prefer not to say,45,Longueuil / Qu3b3c,2,67.21,26.95,Store
TXN-2023-000639,CUST-0216,2023-10-29,Hand Soap & Sanitizer,F,53,nb - Fredericton,1,20.31,4.57,Online
TXN-2024-000375,CUST-0292,2024.01.19,Body Care,male,,Brampton-Ontario,2,54.02,20.64,Online
TXN-2023-000470,CUST-0291,2023-05-19,Candles,M,N/A,Ontari - Mississauga,4,147.83,75.86,Store
TXN-2023-000200,CUST-0260,21-Sep-2023,Body Care,male,70,Sydney-Nova Scoti,2,16.23,3.68,Store
TXN-2024-000851,CUST-0031,24/05/2024,Men's,M,17, Toronto  Ontari ,3,39.01,20.43,Online
TXN-2024-000705,CUST-0242,11/24/2024,Wallflower & Air Freshener,female,63,Hamilton / on,1,35.04,$16.48,Store
TXN-2023-000842,CUST-0100,16/03/2023,Body Care,MALE,13,Hamilton-ONTARIO,1,"18,39","7,34",Store
